description	*Category	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Remove RamGift Quantity		1				100	15	70	11		1	Rgx							Rgx,qty=10																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	10		1	Rgx							Rgx,qty=9																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	9		1	Rgx							Rgx,qty=8																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	8		1	Rgx							Rgx,qty=7																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	7		1	Rgx							Rgx,qty=6																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	6		1	Rgx							Rgx,qty=5																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	5		1	Rgx							Rgx,qty=4																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	4		1	Rgx							Rgx,qty=3																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	3		1	Rgx							Rgx,qty=2																													Rgx,qty=1																																																										0
Remove RamGift Quantity		1				100	15	70	2		1	Rgx							Rgx,qty=1																													Rgx,qty=1																																																										0
Protect Quest Unique 1		1				100					2	Z01	Amulet of the Viper						useitem																													Amulet of the Viper	99																																																									0
Protect Quest Unique 2		1				100					2	Z01	Staff of Kings						useitem																													Staff of Kings	99																																																									0
Protect Quest Unique 3		1				100					3	Z01	Staff of Kings	Amulet of the Viper					useitem																													Staff of Kings	99																												Amulet of the Viper	99																												0
Protect Quest Unique 4		1				100					2	Z01	Horadric Staff						useitem																													Horadric Staff	99																																																									0
Replenish Throwing Weapon		1				100					1	thro							"useitem,rep,qty=511"																																																																																							0
Essences -> Socket Remover		1				100					4	tes	ceh	bet	fed				b64,nor	99																																																																																						0
Socket Remover x10 -> Super Socket Remover		1				100	15	70	10		1	b64							b65,nor	99																																																																																						0
Clear Sockets		1				100					2	any,nor	b64						useitem,uns																																																																																							0
Clear Sockets		1				100					2	any,sup	b64						useitem,uns																																																																																							0
Clear Sockets		1				100					2	any,sock	b64						useitem,uns																																																																																							0
Clear Sockets		1				100					2	any,mag	b64						useitem,uns																																																																																							0
Clear Sockets		1				100					2	any,set	b64						useitem,uns																																																																																							0
Clear Sockets		1				100					2	any,uni	b64						useitem,uns																																																																																							0
Clear Sockets - Keep		1				100					2	any,nor	b65						useitem,rem																																																																																							0
Clear Sockets - Keep		1				100					2	any,sup	b65						useitem,rem							 																																																																																0
Clear Sockets - Keep		1				100					2	any,sock	b65						useitem,rem																																																																																							0
Clear Sockets - Keep		1				100					2	any,mag	b65						useitem,rem																																																																																							0
Clear Sockets - Keep		1				100					2	any,set	b65						useitem,rem																																																																																							0
Clear Sockets - Keep		1				100					2	any,uni	b65						useitem,rem																																																																																							0
																																																																																																										0
																																																																																																										0
---Vanilla Recipes---																																																																																																										0
																																																																																																										0
																																																																																																										0
Staff of Kings + Amulet of the Viper -> Horadric Staff	General	1				0	28				2	msf	vip						hst																																																																																							0
Khalim's Flail + Khalim's Heart + Khalim's Eye + Khalim's Brain -> Khalim's Will	General	1				0	28				4	qf1	qhr	qey	qbr				qf2																																																																																							0
Wirt's Leg + Tome of Town Portal -> Portal to The Secret Cow Level	General	1				0	28				1	leg							Cow Portal																																																																																							0
3 Super Healing Potions + 3 Super Mana Potions + Skull -> Full Rejuvenation Potion	General	1				0	15	291	0		7	Z01	"hp5,qty=3"	"mp5,qty=3"					useitem				GB-Skull			-1	-1																					rvl																																																										0
3 Greater Healing Potions + 3 Greater Mana Potions  + Skull -> Rejuvenation Potion	General	1				0	15	291	0		7	Z01	"hp4,qty=3"	"mp4,qty=3"					useitem				GB-Skull			-1	-1																					rvs																																																										0
3 Rejuvenation Potions -> Full Rejuvenation Potion	General	1				0					3	"rvs,qty=3"							rvl																																																																																							0
3 Magic Rings -> Magic Amulet	General	1				0					3	"rin,mag,qty=3"							"amu,mag"		75																																																																																					0
3 Magic Amulets -> Magic Ring	General	1				0					3	"amu,mag,qty=3"							"rin,mag"		75																																																																																					0
5 Rare Rings -> Rare Amulet	General	1				0					5	"rin,rar,qty=5"							"amu,rar"		75																																																																																					0
5 Rare Amulets -> Rare Ring	General	1				0					5	"amu,mag,qty=5"							"rin,rar"		75																																																																																					0
Amulet + 6 Gems -> Prismatic Amulet	General	1				0					7	amu,mag	gem,qty=6						"amu,mag,pre=331"	50																																																																																						0
Strangling Gas Potion + Healing Potion (Any) -> Antidote Potion	General	1				0					2	gpl	hpot						yps																																																																																							0
3 Gems (Any) + Magic Item -> Re-rolled Magic Item	General	1				100					4	"any,mag"	"gem,qty=3"						"usetype,mag"			100																																																																																				0
Magic Full Helm + Jewel + Ith Rune +  Sapphire -> Hit Power Helm	Crafting	1				100					4	"fhl,mag,upg"	jew	r06	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			1	5	ac			25	50																																																																					0
Magic Chain Boots + Jewel + Ral Rune +  Sapphire -> Hit Power Boots	Crafting	1				100					4	"mbt,mag,upg"	jew	r08	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			1	5	ac			25	50																																																																					0
Magic Chain Gloves + Jewel + Ort Rune +  Sapphire -> Hit Power Gloves	Crafting	1				100					4	"mgl,mag,upg"	jew	r09	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			1	5	knock			1	1																																																																					0
Magic Heavy Belt + Jewel + Tal Rune +  Sapphire -> Hit Power Belt	Crafting	1				100					4	"tbl,mag,upg"	jew	r07	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			1	5	stupidity			3	3																																																																					0
Magic Gothic Shield + Jewel + Eth Rune +  Sapphire -> Hit Power Shield	Crafting	1				100					4	"gts,mag,upg"	jew	r05	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			3	7	block			5	10																																																																					0
Magic Armor + Jewel + Nef Rune + Sapphire -> Hit Power Body	Crafting	1				100					4	"fld,mag,upg"	jew	r04	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			3	7	balance			10	20																																																																					0
Magic Amulet + Jewel + Thul Rune + Sapphire -> Hit Power Amulet	Crafting	1				100					4	"amul,mag"	jew	r10	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			3	7	howl			5	15																																																																					0
Magic Ring + Jewel + Amn Rune + Sapphire -> Hit Power Ring	Crafting	1				100					4	"ring,mag"	jew	r11	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			2	3	dex%			1	5																																																																					0
Magic Blunt Weapon + Jewel + Tir Rune +  Sapphire -> Hit Power Weapon	Crafting	1				100					4	"blun,mag"	jew	r03	gems				"usetype,crf"		50	50	gethit-skill		44	5	4	dual-perhit			1	7	dmg%			35	60	ext-att		1	3																																																																	0
Magic Helm + Jewel + Ral Rune +  Ruby -> Blood Helm	Crafting	1				100					4	"hlm,mag,upg"	jew	r08	gemr				"usetype,crf"		50	50	lifesteal			1	3	hp%			3	15	deadly			5	10																																																																					0
Magic Light Plated Boots + Jewel + Eth Rune +  Ruby -> Blood Boots	Crafting	1				100					4	"tbt,mag,upg"	jew	r05	gemr				"usetype,crf"		50	50	lifesteal			1	3	hp%			3	15	regen			5	10																																																																					0
Magic Heavy Gloves + Jewel + Nef Rune +  Ruby -> Blood Gloves	Crafting	1				100					4	"vgl,mag,upg"	jew	r04	gemr				"usetype,crf"		50	50	lifesteal			1	3	hp%			3	15	crush			5	10																																																																					0
Magic Belt + Jewel + Tal Rune +  Ruby -> Blood Belt	Crafting	1				100					4	"mbl,mag,upg"	jew	r07	gemr				"usetype,crf"		50	50	lifesteal			1	3	hp%			3	15	openwounds			5	10																																																																					0
Magic Spiked Shield + Jewel + Ith Rune +  Ruby -> Blood Shield	Crafting	1				100					4	"spk,mag,upg"	jew	r06	gemr				"usetype,crf"		50	50	lifesteal			1	3	hp%			3	15	thorns			6	10																																																																					0
Magic Plate Mail + Jewel + Thul Rune +  Ruby -> Blood Body	Crafting	1				100					4	"plt,mag,upg"	jew	r10	gemr				"usetype,crf"		50	50	lifesteal			1	3	hp%			3	15	demon-heal			3	7																																																																					0
Magic Amulet + Jewel + Amn Rune +  Ruby -> Blood Amulet	Crafting	1				100					4	"amul,mag"	jew	r11	gemr				"usetype,crf"		50	50	lifesteal			1	4	hp%			3	15	move			5	10																																																																					0
Magic Ring + Jewel + Sol Rune +  Ruby -> Blood Ring	Crafting	1				100					4	"ring,mag"	jew	r12	gemr				"usetype,crf"		50	50	lifesteal			1	3	hp%			3	15	str%			1	5																																																																					0
Magic Axe + Jewel + Ort Rune +  Ruby -> Blood Weapon	Crafting	1				100					4	"axe,mag"	jew	r09	gemr				"usetype,crf"		50	50	lifesteal			1	4	hp%			3	15	dmg%			40	75	ext-att		1	3																																																																	0
Magic Mask + Jewel + Nef Rune +  Amethyst -> Caster Helm	Crafting	1				100					4	"msk,mag,upg"	jew	r04	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	manasteal			1	4																																																																					0
Magic Boots + Jewel + Thul Rune +  Amethyst -> Caster Boots	Crafting	1				100					4	"lbt,mag,upg"	jew	r10	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	mana%			2	5																																																																					0
Magic Leather Gloves + Jewel + Ort Rune +  Amethyst -> Caster Gloves	Crafting	1				100					4	"lgl,mag,upg"	jew	r09	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	mana-kill			1	3																																																																					0
Magic Light Belt + Jewel + Ith Rune +  Amethyst -> Caster Belt	Crafting	1				100					4	"vbl,mag,upg"	jew	r06	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	cast			7	15																																																																					0
Magic Small Shield + Jewel + Eth Rune +  Amethyst -> Caster Shield	Crafting	1				100					4	"sml,mag,upg"	jew	r05	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	block			5	15																																																																					0
Magic Light Plate + Jewel + Tal Rune +  Amethyst -> Caster Body	Crafting	1				100					4	"ltp,mag,upg"	jew	r07	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	mana-kill			4	7																																																																					0
Magic Amulet + Jewel + Ral Rune +  Amethyst -> Caster Amulet	Crafting	1				100					4	"amul,mag"	jew	r08	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	cast			7	15																																																																					0
Magic Ring + Jewel + Amn Rune +  Amethyst -> Caster Ring	Crafting	1				100					4	"ring,mag"	jew	r11	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	enr%			1	5																																																																					0
Magic Rod + Jewel + Tir Rune +  Amethyst -> Caster Weapon	Crafting	1				100					4	"rod,mag"	jew	r03	gema				"usetype,crf"		50	50	regen-mana			5	20	mana%			3	15	mana%			1	5	ext-missile		1	3																																																																	0
Magic Crown + Jewel + Ith Rune +  Emerald -> Safety Helm	Crafting	1				100					4	"crn,mag,upg"	jew	r06	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	res-ltng			7	15	ac%			20	40																																																																0
Magic Plated Boots + Jewel + Ort Rune +  Emerald -> Safety Boots	Crafting	1				100					4	"hbt,mag,upg"	jew	r09	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	res-fire			7	15	ac%			20	40																																																																0
Magic Gauntlets + Jewel + Ral Rune +  Emerald -> Safety Gloves	Crafting	1				100					4	"hgl,mag,upg"	jew	r08	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	res-cold			7	15	ac%			10	30																																																																0
Magic Sash + Jewel + Tal Rune +  Emerald -> Safety Belt	Crafting	1				100					4	"lbl,mag,upg"	jew	r07	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	res-pois			7	15	ac%			10	30																																																																0
Magic Kite Shield + Jewel + Nef Rune +  Emerald -> Safety Shield	Crafting	1				100					4	"kit,mag,upg"	jew	r04	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	res-mag			10	15	ac%			10	30																																																																0
Magic Breast Plate + Jewel + Eth Rune +  Emerald -> Safety Body	Crafting	1				100					4	"brs,mag,upg"	jew	r05	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	nofreeze			1	1	ac%			10	30																																																																0
Magic Amulet + Jewel + Thul Rune +  Emerald -> Safety Amulet	Crafting	1				100					4	"amul,mag"	jew	r10	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	block			5	15																																																																					0
Magic Ring + Jewel + Amn Rune +  Emerald -> Safety Ring	Crafting	1				100					4	"ring,mag"	jew	r11	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	vit%			1	5																																																																					0
Magic Polearm + Jewel + Sol Rune +  Emerald -> Safety Weapon	Crafting	1				100					4	"pole,mag"	jew	r12	geme				"usetype,crf"		50	50	red-dmg%			3	8	red-mag			3	5	ac%			10	20																																																																					0
Superior Item + Gold Bar -> Socketed Item	Upgrade	1				100					2	"weap,hiq,nos"	Y20						useitem				sock			1	6																																																																															0
Superior Item + Gold Bar -> Socketed Item	Upgrade	1				100					2	"armo,hiq,nos"	Y20						useitem				sock			1	6																																																																															0
Normal Item + Gold Bar -> Socketed Item	Upgrade	1				100					2	"weap,nor,nos"	Y20						useitem				sock			1	6																																																																															0
Normal Item + Gold Bar -> Socketed Item	Upgrade	1				100					2	"armo,nor,nos"	Y20						useitem				sock			1	6																																																																															0
Eld Rune + Gem (Any) + Low Quality Weapon -> Normal Weapon	Upgrade	1				100					3	"weap,low"	r02	gem					"usetype,nor"																																																																																							0
El Rune + Gem (Any) + Low Quality Armor -> Normal Armor	Upgrade	1				100					3	"armo,low"	r01	gem					"usetype,nor"																																																																																							0
Ral Rune + Sol Rune + Emerald + Basic Unique Weapon -> Exceptional Unique Weapon	Upgrade	1				100					4	"weap,bas,uni"	r08	r12	geme				"useitem,mod,exc"																																																																																							0
Tal Rune + Shael Rune + Diamond + Basic Unique Armor -> Exceptional Unique Armor	Upgrade	1				100					4	"armo,bas,uni"	r07	r13	gemd				"useitem,mod,exc"																																																																																							0
Lum Rune + Pul Rune + Emerald + Exceptional Unique Weapon -> Elite Unique Weapon	Upgrade	1				100					4	"weap,exc,uni"	r17	r21	geme				"useitem,mod,eli"																																																																																							0
Ko Rune + Lem Rune + Diamond + Exceptional Unique Armor -> Elite Unique Armor	Upgrade	1				100					4	"armo,exc,uni"	r18	r20	gemd				"useitem,mod,eli"																																																																																							0
Ort Rune + Amn Rune + Sapphire + Basic Rare Weapon -> Exceptional Rare Weapon	Upgrade	1				100					4	"weap,bas,rar"	r09	r11	gems				"useitem,mod,exc"																																																																																							0
Ral Rune + Thul Rune + Amethyst + Basic Rare Armor -> Exceptional Rare Armor	Upgrade	1				100					4	"armo,bas,rar"	r08	r10	gema				"useitem,mod,exc"																																																																																							0
Fal Rune + Um Rune + Sapphire + Exceptional Rare Weapon -> Elite Rare Weapon	Upgrade	1				100					4	"weap,exc,rar"	r19	r22	gems				"useitem,mod,eli"																																																																																							0
Ko Rune + Pul Rune + Amethyst + Exceptional Rare Armor -> Elite Rare Armor	Upgrade	1				100					4	"armo,exc,rar"	r18	r21	gema				"useitem,mod,eli"																																																																																							0
1 Ral Rune + 1 Sol Rune + 1 Perfect Emerald + 1 Normal Set Weapon -> Exceptional Set Weapon	Upgrade	1				100					4	"weap,bas,set"	r08	r12	geme				"useitem,mod,exc"																																																																																							0
1 Tal Rune + 1 Shael Rune + 1 Perfect Diamond + 1 Normal Set Armor -> Exceptional Set Armor	Upgrade	1				100					4	"armo,bas,set"	r07	r13	gemd				"useitem,mod,exc"																																																																																							0
1 Lum Rune + 1 Pul Rune + 1 Perfect Emerald + 1 Exceptional Set Weapon -> Elite Set Weapon	Upgrade	1				100					4	"weap,exc,set"	r17	r21	geme				"useitem,mod,eli"																																																																																							0
1 Ko Rune + 1 Lem Rune + 1 Perfect Diamond + 1 Exceptional Set Armor -> Elite Set Armor	Upgrade	1				100					4	"armo,exc,set"	r18	r20	gemd				"useitem,mod,eli"																																																																																							0
Ort Rune + Weapon -> Fully Repaired Weapon	General	1				100					2	"weap,noe"	r09						"useitem,rep,qty=500"																																																																																							0
Ral Rune + Armor -> Fully Repaired Armor	General	1				100					2	"armo,noe"	r08						"useitem,rep,qty=500"																																																																																							0
Ort Rune + Gem (Any) + Weapon -> Fully Repaired and Recharged Weapon	General	1				100					3	"weap,noe"	r09	gem					"useitem,rep,rch,qty=500"																																																																																							0
Ral Rune +  Gem (Any) + Armor -> Fully Repaired and Recharged Armor	General	1				100					3	"armo,noe"	r08	gem					"useitem,rep,rch,qty=500"																																																																																							0
All key -> Portal to Ubers(Random)	General	1				100	28				3	pk1	pk2	pk3					Pandemonium Portal																																																																																							0
All Organs -> Portal to Tristram (Pandemonium Finale)	General	1				100	28				3	dhn	bey	mbr					Pandemonium Finale Portal																																																																																							0
All ess -> Token of Absolution	General					100					4	tes	ceh	bet	fed				toa																																																																																							0
																																																																																																										0
																																																																																																										0
---Prepare Forging for Unique Items---																																																																																																										0
																																																																																																										0
																																																																																																										0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	abow,bas	ring,mag					useitem				ucore			-20	-20																					a00	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	abow,exc	ring,mag					useitem				ucore			-50	-50																					a01	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	abow,eli	ring,mag					useitem				ucore			-100	-100																					a02	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	ajav,bas	ring,mag					useitem				ucore			-20	-20																					a03	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	ajav,exc	ring,mag					useitem				ucore			-50	-50																					a04	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	ajav,eli	ring,mag					useitem				ucore			-100	-100																					a05	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	ashd,bas	ring,mag					useitem				ucore			-20	-20																					a06	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	ashd,exc	ring,mag					useitem				ucore			-50	-50																					a07	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	ashd,eli	ring,mag					useitem				ucore			-100	-100																					a08	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	asnb,bas	ring,mag					useitem				ucore			-20	-20																					a09	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	asnb,exc	ring,mag					useitem				ucore			-50	-50																					a10	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	asnb,eli	ring,mag					useitem				ucore			-100	-100																					a11	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	axe,bas	ring,mag					useitem				ucore			-20	-20																					a12	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	axe,exc	ring,mag					useitem				ucore			-50	-50																					a13	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	axe,eli	ring,mag					useitem				ucore			-100	-100																					a14	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	belt,bas	ring,mag					useitem				ucore			-20	-20																					a15	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	belt,exc	ring,mag					useitem				ucore			-50	-50																					a16	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	belt,eli	ring,mag					useitem				ucore			-100	-100																					a17	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	boot,bas	ring,mag					useitem				ucore			-20	-20																					a21	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	boot,exc	ring,mag					useitem				ucore			-50	-50																					a22	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	boot,eli	ring,mag					useitem				ucore			-100	-100																					a23	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	bow,bas	ring,mag					useitem				ucore			-20	-20																					a24	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	bow,exc	ring,mag					useitem				ucore			-50	-50																					a25	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	bow,eli	ring,mag					useitem				ucore			-100	-100																					a26	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	bran,bas	ring,mag					useitem				ucore			-20	-20																					a27	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	bran,exc	ring,mag					useitem				ucore			-50	-50																					a28	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	bran,eli	ring,mag					useitem				ucore			-100	-100																					a29	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	circ,bas	ring,mag					useitem				ucore			-20	-20																					a33	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	circ,exc	ring,mag					useitem				ucore			-50	-50																					a34	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	circ,eli	ring,mag					useitem				ucore			-100	-100																					a35	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	club,bas	ring,mag					useitem				ucore			-20	-20																					a36	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	club,exc	ring,mag					useitem				ucore			-50	-50																					a37	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	club,eli	ring,mag					useitem				ucore			-100	-100																					a38	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	glov,bas	ring,mag					useitem				ucore			-20	-20																					a39	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	glov,exc	ring,mag					useitem				ucore			-50	-50																					a40	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	glov,eli	ring,mag					useitem				ucore			-100	-100																					a41	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	h2h,bas	ring,mag					useitem				ucore			-20	-20																					a42	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	h2h,exc	ring,mag					useitem				ucore			-50	-50																					a43	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	h2h,eli	ring,mag					useitem				ucore			-100	-100																					a44	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	h2h2,bas	ring,mag					useitem				ucore			-20	-20																					a45	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	h2h2,exc	ring,mag					useitem				ucore			-50	-50																					a46	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	h2h2,eli	ring,mag					useitem				ucore			-100	-100																					a47	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	hamm,bas	ring,mag					useitem				ucore			-20	-20																					a48	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	hamm,exc	ring,mag					useitem				ucore			-50	-50																					a49	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	hamm,eli	ring,mag					useitem				ucore			-100	-100																					a50	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	head,bas	ring,mag					useitem				ucore			-20	-20																					a51	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	head,exc	ring,mag					useitem				ucore			-50	-50																					a52	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	head,eli	ring,mag					useitem				ucore			-100	-100																					a53	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	helm,bas	ring,mag					useitem				ucore			-20	-20																					a54	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	helm,exc	ring,mag					useitem				ucore			-50	-50																					a55	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	helm,eli	ring,mag					useitem				ucore			-100	-100																					a56	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	jave,bas	ring,mag					useitem				ucore			-20	-20																					a57	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	jave,exc	ring,mag					useitem				ucore			-50	-50																					a58	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	jave,eli	ring,mag					useitem				ucore			-100	-100																					a59	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	kata,bas	ring,mag					useitem				ucore			-20	-20																					a60	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	kata,exc	ring,mag					useitem				ucore			-50	-50																					a61	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	kata,eli	ring,mag					useitem				ucore			-100	-100																					a62	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	knif,bas	ring,mag					useitem				ucore			-20	-20																					a63	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	knif,exc	ring,mag					useitem				ucore			-50	-50																					a64	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	knif,eli	ring,mag					useitem				ucore			-100	-100																					a65	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	mace,bas	ring,mag					useitem				ucore			-20	-20																					a66	99			body-level			1	12																																																		0
